Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2023-06-13,181.93063354492188,182.76430911070224,181.0671849335044,181.4244766251203,54929100
2023-06-14,182.5658416748047,183.00253326157815,180.6503714756975,181.9902041416917,57462900
2023-06-15,184.6103515625,185.11652373019436,182.39713556657819,182.57578902105072,65433200
2023-06-16,183.52853393554688,185.58296511233405,182.88343103661734,185.32491183758503,101235600
2023-06-20,183.61785888671875,184.69966852666565,183.0223827636369,183.0223827636369,49799100
2023-06-21,182.57577514648438,184.014861399602,181.21607359601802,183.50868927037342,49515700
2023-06-22,185.59291076660156,185.64253756832855,182.2879656720371,182.3574462232496,51245300
2023-06-23,185.27529907226562,186.14868226406438,183.61786698344585,184.15381217622152,53079300
2023-06-26,183.87591552734375,186.6349958367303,183.83620803203,185.42417467718977,48088700
2023-06-27,186.6448974609375,186.9724161183805,184.27288216367234,184.491227935301,50730800
2023-06-28,187.82595825195312,188.47106116590345,186.18837999717346,186.5158835329519,51216800
2023-06-29,188.1634063720703,188.63980546499792,187.51830342335998,187.65724937280402,46347300
2023-06-30,192.5104522705078,193.01660926668555,189.82083730500045,190.18806349655458,85069600
2023-07-03,191.01181030273438,192.42112346606635,190.31706545063716,192.32186987463191,31458200
2023-07-05,189.89031982421875,191.5278981742576,189.18565562789144,190.1285193717039,46920300
2023-07-06,190.36669921875,190.57512571080738,187.7763378847441,188.41152151886186,45094300
2023-07-07,189.24520874023438,191.22024030837792,188.80853226962535,189.96972671168842,46778000
2023-07-10,187.19078063964844,188.56040149996468,185.63258703549474,187.83588357427638,59922200
2023-07-11,186.66476440429688,187.8755855347649,185.19590513637428,187.73663959244752,46638100
2023-07-12,188.34205627441406,190.2575264802813,187.05183525729512,188.25272198118796,60750200
2023-07-13,189.10626220703125,189.75138032441,188.35198633031388,189.06656985308751,41342300
2023-07-14,189.255126953125,189.74143018258206,188.203105504946,188.79858162868422,41573900
2023-07-17,192.53028869628906,192.85780736222108,190.3666846697001,190.45600381205304,50520200
2023-07-18,192.27223205566406,192.86772328218646,190.97209185986017,191.89510174657278,48353800
2023-07-19,193.63194274902344,196.7383802309494,191.20036607775168,191.6469920909872,80507300
2023-07-20,191.67678833007812,194.9916526955068,191.0515239510758,193.62203172968208,59581200
2023-07-21,190.4957275390625,193.50292673966078,189.79106335340356,192.6394780020551,71917800
2023-07-24,191.2996063232422,193.44335651892717,190.8033686933505,191.95464362925216,45377800
2023-07-25,192.16307067871094,192.97690772743897,191.468340968804,191.87525949316802,37283200
2023-07-26,193.03643798828125,194.16785917844345,191.86532445108293,192.21268170555348,47471900
2023-07-27,191.76611328125,195.7161614477147,191.10115652753672,194.54504765149625,47460200
2023-07-28,194.35643005371094,195.15041328262325,192.67914445792596,193.20515512898663,48291400
2023-07-31,194.97178649902344,195.0114939950775,193.7907383669621,194.58472170434533,38824100
2023-08-01,194.13809204101562,195.24965951950642,193.81057337810935,194.76335631965225,35175100
2023-08-02,191.1309051513672,193.71133198080406,190.40640238454526,193.57238603724957,50389300
2023-08-03,189.73150634765625,190.92247371064892,189.2551224312535,190.1285055646349,61235200
2023-08-04,180.62057495117188,185.97001590594638,180.55109441504618,184.12401134794416,115799700
2023-08-07,177.50421142578125,181.7520044495214,176.01549849286377,180.75952916090975,97576100
2023-08-08,178.4470672607422,178.91353187709316,176.2437708178845,178.33789436874574,67823000
2023-08-09,176.84918212890625,179.568554851008,175.67805336031552,179.50900875402357,60378500
2023-08-10,176.63084411621094,179.38992445369044,176.26363307266737,178.12947648415997,54686900
2023-08-11,176.6904754638672,177.5153442624666,175.458153778981,176.2233960656567,51988100
2023-08-14,178.3501434326172,178.57871676071744,176.21343092354076,176.86935281922499,43675600
2023-08-15,176.35255432128906,178.36999853743362,175.9550341940922,177.77371834663836,43622600
2023-08-16,175.47801208496094,177.43581469068437,175.40843772025733,176.03454634490478,46964900
2023-08-17,172.92391967773438,176.4122070810067,172.40713130392336,176.04450015039933,66062900
2023-08-18,173.41090393066406,174.01713210367805,170.89655146662832,171.23444515927903,61114200
2023-08-21,174.7525177001953,175.0407326935708,172.66551420323125,173.98729066685254,46311900
2023-08-22,176.13392639160156,176.58114035802282,175.15999139470742,175.96497956715007,42084200
2023-08-23,179.99986267089844,180.42721123128223,177.22712403410847,177.41595140978353,52722800
2023-08-24,175.28919982910156,179.98001065949663,174.92147774645116,179.55266206734146,54945800
2023-08-25,177.50540161132812,178.04205535297126,174.73266281139772,176.28301269216934,51449600
2023-08-28,179.0756378173828,179.4731579970015,177.4457808178697,178.97625019026674,43820700
2023-08-29,182.9813232421875,183.75649819628302,178.389900027249,178.58866011417203,53003900
2023-08-30,186.48947143554688,186.68824666593932,183.5974798721571,183.79623993812856,60813900
2023-08-31,186.7081298828125,187.95039936926207,186.3205424096171,186.6783166282915,60794500
2023-09-01,188.2882843017578,188.74543092268522,187.1155741698604,188.31809755249566,45732600
2023-09-05,188.52679443359375,188.80506155618394,186.44972370982364,187.11557826490886,45280000
2023-09-06,181.77880859375,187.68207547486304,180.34771175415628,187.23484633917346,81755800
2023-09-07,176.46189880371094,177.1078880544232,172.46675577109517,174.09661277894284,112488800
2023-09-08,177.0780487060547,179.12532149203676,176.6904612453168,177.24701069547294,65551300
2023-09-11,178.25076293945312,179.18495201045798,176.2432512228952,178.9563786732192,58953100
2023-09-12,175.20968627929688,179.0160016942275,173.73884349638047,178.37996034233754,90370200
2023-09-13,173.13262939453125,176.20351608404937,172.90404087884383,175.41839323601963,84267900
2023-09-14,174.6531524658203,175.0109266750055,172.5065072107091,172.92390792735483,60895800
2023-09-15,173.92764282226562,175.40843335624928,172.74501513151833,175.38855280048267,109205100
2023-09-18,176.86935424804688,178.27063780985006,175.08048322919404,175.38856362269223,67257600
2023-09-19,177.9625701904297,178.51910451081574,176.03456546307592,176.42215294794642,51826900
2023-09-20,174.4047088623047,178.58866413640885,174.31525393141538,178.15138283667608,58436200
2023-09-21,172.85433959960938,175.20969287756472,172.78478039328195,173.47051558188582,63047900
2023-09-22,173.70901489257812,175.98486101486026,172.97360108411723,173.58976187810813,56725400
2023-09-25,174.9910430908203,175.87553831983675,173.07297120229282,173.12266501245767,46172700
2023-09-26,170.89654541015625,174.1164984027068,170.59839768303257,173.73885876847856,64588900
2023-09-27,169.3759765625,171.9698357492923,168.00452141810098,171.5524350388733,66921800
2023-09-28,169.63436889648438,170.96607801740788,166.58334805459177,168.2927119154032,56294400
2023-09-29,170.1511688232422,171.99966637275853,169.28653897360869,170.956157001118,51814200
2023-10-02,172.6754608154297,173.2220624293127,169.87289353938732,170.16110855599047,52164500
2023-10-03,171.33380126953125,172.55620536089927,169.76358598551198,171.1946676938173,49594600
2023-10-04,172.58599853515625,173.13260007772962,169.9126324887325,170.03188549277738,53020300
2023-10-05,173.82827758789062,174.3649313004983,171.61205804275627,172.7151938850701,48527900
2023-10-06,176.392333984375,176.88924177784276,172.10897606656815,172.7251520422754,57224100
2023-10-09,177.88307189941406,177.94269841319462,174.7127974917425,175.71654585737048,42390800
2023-10-10,177.28675842285156,178.60853494693302,176.84947714698436,176.99855858071479,43698000
2023-10-11,178.6880340576172,178.7377278666485,176.50164294003199,177.09792315514355,47551100
2023-10-12,179.59243774414062,181.2123469865742,177.932752218108,178.95639631715028,56743100
2023-10-13,177.74392700195312,180.80486572035005,177.03831125012886,180.29802522104373,51427100
2023-10-16,177.61471557617188,177.97248977927228,175.41837654739012,175.65689773759766,52517000
2023-10-17,176.05441284179688,177.31656279493396,173.71895547455762,175.55750508309643,57549400
2023-10-18,174.7525177001953,176.48176216718392,174.027036615376,174.4941311237392,54764400
2023-10-19,174.3748779296875,176.74014855708347,174.10654349306773,174.9512775869872,59302900
2023-10-20,171.8108367919922,174.3351216115833,171.57231560127875,174.2258012947257,64189300
2023-10-23,171.93008422851562,172.93383244025344,168.87906331617407,169.85301344001374,55980100
2023-10-24,172.3673858642578,172.59595921387623,170.38968729481687,171.97979837385134,43816600
2023-10-25,170.04185485839844,171.98972493811345,169.59462570782657,170.81702981156988,57157000
2023-10-26,165.85789489746094,170.320132670232,164.64543857905852,169.31636914836076,70625300
2023-10-27,167.17965698242188,167.91508596598229,165.79825394187426,165.8777610074826,58499100
2023-10-30,169.23684692382812,170.11140947897792,167.82563063265053,167.97471206696315,51131000
2023-10-31,169.71389770507812,169.84308342389463,166.86163656333878,168.30268134414578,44846000
